origin_region,city,industry_group,distance_km,car_dependency,time_cost,non_energy_cost,base_energy_cost_per_km,flow_count,energy_cost_classical,generalized_cost_classical,log_cost,car_dep_centered,car_dep_centered_log_cost,efficiency_improvement_rate,energy_cost_quantum,generalized_cost_quantum,predicted_classical,predicted_quantum,delta_flow,pct_change,scenario
北海道,東京,金属素材群,832.2,0.615,10286.7,4311.1,6.0,1,3070.818,17668.618000000002,9.779545350596873,0.09547321428571431,0.9336846288743964,0.022314202019231566,3002.295146783708,17600.095146783708,1.0063825003188465,1.010341511485996,0.003959011167149473,0.003933903029807416,low
北海道,東京,化学・高分子素材群,832.2,0.615,10286.7,4311.1,6.0,1,3070.818,17668.618000000002,9.779545350596873,0.09547321428571431,0.9336846288743964,0.015556256231014044,3023.04756835319,17620.84756835319,2.0100041751807947,2.0141526742512146,0.00414849907041992,0.0020639255985857707,low
北海道,東京,無機素材群,832.2,0.615,10286.7,4311.1,6.0,25,3070.818,17668.618000000002,9.779545350596873,0.09547321428571431,0.9336846288743964,0.006304335362433347,3051.4585334910034,17649.258533491004,24.286614972238688,24.303177950932913,0.01656297869422474,0.0006819797124118528,low
北海道,大阪,金属素材群,1058.7,0.627,13004.3,5443.5,6.0,0,3982.8293999999996,22430.629399999998,10.018182687753642,0.10747321428571432,1.0766862947543807,0.022314202019231566,3893.955740160265,22341.755740160264,0.4271266440792926,0.42884960800293154,0.0017229639236389649,0.004033847917291507,low
北海道,大阪,化学・高分子素材群,1058.7,0.627,13004.3,5443.5,6.0,1,3982.8293999999996,22430.629399999998,10.018182687753642,0.10747321428571432,1.0766862947543807,0.015556256231014044,3920.8714853291835,22368.67148532918,1.519409175154545,1.5226293807076223,0.0032202055530772267,0.0021193800891387187,low
北海道,大阪,無機素材群,1058.7,0.627,13004.3,5443.5,6.0,19,3982.8293999999996,22430.629399999998,10.018182687753642,0.10747321428571432,1.0766862947543807,0.006304335362433347,3957.7203077710406,22405.52030777104,17.309786462154953,17.321861122743503,0.012074660588549335,0.0006975626542215657,low
北海道,札幌,金属素材群,5.0,0.557,360.0,175.0,6.0,11,16.71,551.71,6.313022545907119,0.037473214285714374,0.23656924665332357,0.022314202019231566,16.33712968425864,551.3371296842587,11.633953681062039,11.641765552219963,0.007811871157924699,0.0006714717431479038,low
北海道,札幌,化学・高分子素材群,5.0,0.557,360.0,175.0,6.0,23,16.71,551.71,6.313022545907119,0.037473214285714374,0.23656924665332357,0.015556256231014044,16.450054958379756,551.4500549583797,19.766731889042802,19.773653955616815,0.006922066574013286,0.00035018770998003783,low
北海道,札幌,無機素材群,5.0,0.557,360.0,175.0,6.0,81,16.71,551.71,6.313022545907119,0.037473214285714374,0.23656924665332357,0.006304335362433347,16.604654556093738,551.6046545560937,78.88478752113835,78.89410317215763,0.009315651019278448,0.00011809185664323658,low
北海道,仙台,金属素材群,534.8,0.703,6717.7,2824.0,6.0,1,2255.7864,11797.486400000002,9.37564177081327,0.18347321428571428,1.720179131682517,0.022314202019231566,2205.4503265581648,11747.150326558165,0.2990825768364638,0.3004116799919547,0.0013291031554909516,0.004443933744150184,low
北海道,仙台,化学・高分子素材群,534.8,0.703,6717.7,2824.0,6.0,1,2255.7864,11797.486400000002,9.37564177081327,0.18347321428571428,1.720179131682517,0.015556256231014044,2220.694808759163,11762.394808759163,1.4140558985539424,1.4173867736790866,0.0033308751251441837,0.00235554699679867,low
北海道,仙台,無機素材群,534.8,0.703,6717.7,2824.0,6.0,14,2255.7864,11797.486400000002,9.37564177081327,0.18347321428571428,1.720179131682517,0.006304335362433347,2241.565166028384,11783.265166028385,16.701776818186197,16.714415948888963,0.01263913070276601,0.0007567536580301768,low
北海道,名古屋,金属素材群,956.2,0.715,11774.2,4930.9,6.0,1,4102.098,20807.197999999997,9.943054263517563,0.1954732142857143,1.9436007767070538,0.022314202019231566,4010.5629565253143,20715.662956525313,0.331447613483618,0.33297182794208136,0.0015242144584633466,0.0045986587214895775,low
北海道,名古屋,化学・高分子素材群,956.2,0.715,11774.2,4930.9,6.0,0,4102.098,20807.197999999997,9.943054263517563,0.1954732142857143,1.9436007767070538,0.015556256231014044,4038.2847124272694,20743.38471242727,1.0360881461821845,1.0386170023166992,0.002528856134514701,0.002440773156061212,low
北海道,名古屋,無機素材群,956.2,0.715,11774.2,4930.9,6.0,13,4102.098,20807.197999999997,9.943054263517563,0.1954732142857143,1.9436007767070538,0.006304335362433347,4076.2369985184328,20781.336998518433,13.775320244576688,13.786081274442596,0.010761029865907545,0.0007811818291588639,low
北海道,広島,金属素材群,1233.9,0.727,15106.7,6319.5,6.0,0,5382.2718,26808.4718,10.196473228486393,0.2074732142857143,2.1154950750923067,0.022314202019231566,5262.170699732387,26688.37069973239,0.10901637874057551,0.10952873917632787,0.0005123604357523542,0.004699848239975114,low
北海道,広島,化学・高分子素材群,1233.9,0.727,15106.7,6319.5,6.0,0,5382.2718,26808.4718,10.196473228486393,0.2074732142857143,2.1154950750923067,0.015556256231014044,5298.543800774239,26724.74380077424,0.531634482126005,0.5329623938270661,0.0013279117010611685,0.002497790767353639,low
北海道,広島,無機素材群,1233.9,0.727,15106.7,6319.5,6.0,10,5382.2718,26808.4718,10.196473228486393,0.2074732142857143,2.1154950750923067,0.006304335362433347,5348.340153561033,26774.540153561033,10.870065103648178,10.878722620268316,0.00865751662013814,0.0007964549004616844,low
北海道,福岡,金属素材群,1419.3,0.69,17331.1,7246.3,6.0,0,5875.901999999999,30453.301999999996,10.323949707324525,0.17047321428571427,1.759956890731671,0.022314202019231566,5744.785935726793,30322.18593572679,0.1929906054791982,0.19385278798223887,0.0008621825030406816,0.004467484315621847,low
北海道,福岡,化学・高分子素材群,1419.3,0.69,17331.1,7246.3,6.0,1,5875.901999999999,30453.301999999996,10.323949707324525,0.17047321428571427,1.759956890731671,0.015556256231014044,5784.494962899671,30361.89496289967,0.7220762337603556,0.723783547885306,0.0017073141249503987,0.0023644513489375226,low
北海道,福岡,無機素材群,1419.3,0.69,17331.1,7246.3,6.0,10,5875.901999999999,30453.301999999996,10.323949707324525,0.17047321428571427,1.759956890731671,0.006304335362433347,5838.858343235206,30416.258343235204,10.171648878064488,10.179406679663273,0.007757801598785363,0.00076268869401453,low
青森,東京,金属素材群,578.2,0.595,7238.9,3041.2,6.0,1,2064.174,12344.273999999998,9.420947590815441,0.0754732142857143,0.7110291962960976,0.022314202019231566,2018.1136043611548,12298.213604361154,1.4190166450163473,1.4243544571850506,0.005337812168703326,0.0037616275943273617,low
青森,東京,化学・高分子素材群,578.2,0.595,7238.9,3041.2,6.0,5,2064.174,12344.273999999998,9.420947590815441,0.0754732142857143,0.7110291962960976,0.015556256231014044,2032.0631803506028,12312.1631803506,4.319848144721092,4.328353097995004,0.008504953273911653,0.0019688083907080877,low
青森,東京,無機素材群,578.2,0.595,7238.9,3041.2,6.0,45,2064.174,12344.273999999998,9.420947590815441,0.0754732142857143,0.7110291962960976,0.006304335362433347,2051.1607548575844,12331.260754857583,29.25365820142929,29.272815041612073,0.019156840182784407,0.0006548528068140358,low
青森,大阪,金属素材群,822.2,0.608,10167.0,4261.2,6.0,0,2999.3856,17427.585600000002,9.765809609125855,0.08847321428571431,0.8640125662216797,0.022314202019231566,2932.456703788026,17360.656703788027,0.5409901880912173,0.5430931302057214,0.002102942114504014,0.003887209344634977,low
青森,大阪,化学・高分子素材群,822.2,0.608,10167.0,4261.2,6.0,3,2999.3856,17427.585600000002,9.765809609125855,0.08847321428571431,0.8640125662216797,0.015556256231014044,2952.7263890707864,17380.926389070788,3.0118674132073022,3.0180047316692344,0.006137318461932217,0.0020377120304232313,low
青森,大阪,無機素材群,822.2,0.608,10167.0,4261.2,6.0,11,2999.3856,17427.585600000002,9.765809609125855,0.08847321428571431,0.8640125662216797,0.006304335362433347,2980.4764672963465,17408.676467296347,19.51734869590179,19.530520262708684,0.013171566806892798,0.0006748645531787079,low
青森,札幌,金属素材群,253.9,0.708,3347.2,1419.7,6.0,2,1078.5672,5845.467199999999,8.673421802277252,0.18847321428571429,1.6347076859309868,0.022314202019231566,1054.4998336078831,5821.399833607883,0.6966670811983697,0.699658520545615,0.002991439347245217,0.004293929522404736,low
青森,札幌,化学・高分子素材群,253.9,0.708,3347.2,1419.7,6.0,1,1078.5672,5845.467199999999,8.673421802277252,0.18847321428571429,1.6347076859309868,0.015556256231014044,1061.7887322744325,5828.688732274432,3.460585685851758,3.4684670790629717,0.007881393211213616,0.002277473793940681,low
青森,札幌,無機素材群,253.9,0.708,3347.2,1419.7,6.0,11,1078.5672,5845.467199999999,8.673421802277252,0.18847321428571429,1.6347076859309868,0.006304335362433347,1071.7675506602793,5838.667550660279,16.138967327185615,16.150758130747107,0.011790803561492424,0.0007305798024407152,low
青森,仙台,金属素材群,284.4,0.683,3713.3,1572.2,6.0,0,1165.4712,6450.9712,8.771985972098156,0.16347321428571437,1.4339847425280823,0.022314202019231566,1139.4646401956038,6424.964640195603,0.5467928296652603,0.5490747886964839,0.002281959031223524,0.004173352149881904,low
青森,仙台,化学・高分子素材群,284.4,0.683,3713.3,1572.2,6.0,6,1165.4712,6450.9712,8.771985972098156,0.16347321428571437,1.4339847425280823,0.015556256231014044,1147.3408313829325,6432.840831382932,3.7100956145667188,3.718284637879657,0.008189023312938026,0.002207227026922425,low
青森,仙台,無機素材群,284.4,0.683,3713.3,1572.2,6.0,25,1165.4712,6450.9712,8.771985972098156,0.16347321428571437,1.4339847425280823,0.006304335362433347,1158.1236786999423,6443.6236786999425,23.4860048101647,23.502764764674417,0.016759954509716124,0.0007136145396028551,low
青森,名古屋,金属素材群,711.5,0.695,8838.0,3707.5,6.0,0,2966.955,15512.455,9.649398528622273,0.17547321428571427,1.6932109757411922,0.022314202019231566,2900.749766748031,15446.249766748031,0.44218025224841573,0.4441412299058669,0.0019609776574511795,0.0044347924799443715,low
