base_route_proxy_id,customer_configuration_id,customer_count,vehicle_count,seed,proxy_edge_order,from_node_id,from_node_type,from_latitude,from_longitude,to_node_id,to_node_type,to_latitude,to_longitude,haversine_distance_km,road_adjusted_distance_km,network_distance_km,edge_interpretation
C025_V01_S001_R01,C025_S001,25,1,1,1,DEP_022,depot_proxy,35.676843,139.613799,C025_S001_N015,synthetic_customer,35.64375,139.62187500000002,3.75141600291003,4.689270003637537,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,2,C025_S001_N015,synthetic_customer,35.64375,139.62187500000002,C025_S001_N021,synthetic_customer,35.62708333333333,139.59062500000002,3.377922322160681,4.222402902700852,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,3,C025_S001_N021,synthetic_customer,35.62708333333333,139.59062500000002,C025_S001_N025,synthetic_customer,35.614583333333336,139.665625,6.920217239344229,8.650271549180285,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,4,C025_S001_N025,synthetic_customer,35.614583333333336,139.665625,C025_S001_N014,synthetic_customer,35.60208333333333,139.671875,1.5003926063872086,1.8754907579840108,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,5,C025_S001_N014,synthetic_customer,35.60208333333333,139.671875,C025_S001_N019,synthetic_customer,35.61875,139.68437500000002,2.1705920221584267,2.7132400276980335,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,6,C025_S001_N019,synthetic_customer,35.61875,139.68437500000002,C025_S001_N001,synthetic_customer,35.60208333333333,139.703125,2.511499797229108,3.1393747465363853,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,7,C025_S001_N001,synthetic_customer,35.60208333333333,139.703125,C025_S001_N017,synthetic_customer,35.62708333333333,139.71562500000002,3.000751960526669,3.7509399506583363,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,8,C025_S001_N017,synthetic_customer,35.62708333333333,139.71562500000002,C025_S001_N011,synthetic_customer,35.677083333333336,139.696875,5.812139141313043,7.265173926641304,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,9,C025_S001_N011,synthetic_customer,35.677083333333336,139.696875,C025_S001_N022,synthetic_customer,35.68541666666667,139.734375,3.5115008505961955,4.389376063245244,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,10,C025_S001_N022,synthetic_customer,35.68541666666667,139.734375,C025_S001_N005,synthetic_customer,35.71041666666667,139.74687500000002,3.000308415596935,3.750385519496169,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,11,C025_S001_N005,synthetic_customer,35.71041666666667,139.74687500000002,C025_S001_N009,synthetic_customer,35.706250000000004,139.80312500000002,5.09991567600308,6.37489459500385,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,12,C025_S001_N009,synthetic_customer,35.706250000000004,139.80312500000002,C025_S001_N018,synthetic_customer,35.69375,139.80937500000002,1.5001486636033077,1.8751858295041346,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,13,C025_S001_N018,synthetic_customer,35.69375,139.80937500000002,C025_S001_N012,synthetic_customer,35.72291666666667,139.884375,7.508337513321378,9.385421891651722,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,14,C025_S001_N012,synthetic_customer,35.72291666666667,139.884375,C025_S001_N010,synthetic_customer,35.73958333333334,139.884375,1.853251337225669,2.316564171532086,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,15,C025_S001_N010,synthetic_customer,35.73958333333334,139.884375,C025_S001_N008,synthetic_customer,35.747916666666676,139.87187500000002,1.4598988070423469,1.8248735088029335,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,16,C025_S001_N008,synthetic_customer,35.747916666666676,139.87187500000002,C025_S001_N006,synthetic_customer,35.78958333333333,139.815625,6.871771315196968,8.58971414399621,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,17,C025_S001_N006,synthetic_customer,35.78958333333333,139.815625,C025_S001_N004,synthetic_customer,35.71041666666667,139.65312500000002,17.10377267499941,21.37971584374926,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,18,C025_S001_N004,synthetic_customer,35.71041666666667,139.65312500000002,C025_S001_N007,synthetic_customer,35.747916666666676,139.509375,13.629361886213946,17.03670235776743,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,19,C025_S001_N007,synthetic_customer,35.747916666666676,139.509375,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,5.8250872795222115,7.281359099402764,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,20,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,C025_S001_N023,synthetic_customer,35.69375,139.478125,0.9266256686131881,1.158282085766485,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,21,C025_S001_N023,synthetic_customer,35.69375,139.478125,C025_S001_N020,synthetic_customer,35.73541666666667,139.42812500000002,6.468655541617731,8.085819427022164,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,22,C025_S001_N020,synthetic_customer,35.73541666666667,139.42812500000002,C025_S001_N013,synthetic_customer,35.71041666666667,139.37187500000002,5.789020395241129,7.236275494051412,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,23,C025_S001_N013,synthetic_customer,35.71041666666667,139.37187500000002,C025_S001_N002,synthetic_customer,35.66041666666667,139.321875,7.162639413449131,8.953299266811413,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,24,C025_S001_N002,synthetic_customer,35.66041666666667,139.321875,C025_S001_N003,synthetic_customer,35.65625000000001,139.415625,8.482679657531627,10.603349571914533,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,25,C025_S001_N003,synthetic_customer,35.65625000000001,139.415625,C025_S001_N016,synthetic_customer,35.64375,139.440625,2.652280177915462,3.3153502223943274,,Proxy edge showing visit order; not an actual road path.
C025_V01_S001_R01,C025_S001,25,1,1,26,C025_S001_N016,synthetic_customer,35.64375,139.440625,DEP_022,depot_proxy,35.676843,139.613799,16.07225598349524,20.09031997936905,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,1,DEP_022,depot_proxy,35.676843,139.613799,C025_S001_N005,synthetic_customer,35.71041666666667,139.74687500000002,12.584181577416233,15.730226971770291,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,2,C025_S001_N005,synthetic_customer,35.71041666666667,139.74687500000002,C025_S001_N009,synthetic_customer,35.706250000000004,139.80312500000002,5.09991567600308,6.37489459500385,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,3,C025_S001_N009,synthetic_customer,35.706250000000004,139.80312500000002,C025_S001_N018,synthetic_customer,35.69375,139.80937500000002,1.5001486636033077,1.8751858295041346,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,4,C025_S001_N018,synthetic_customer,35.69375,139.80937500000002,C025_S001_N012,synthetic_customer,35.72291666666667,139.884375,7.508337513321378,9.385421891651722,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,5,C025_S001_N012,synthetic_customer,35.72291666666667,139.884375,C025_S001_N010,synthetic_customer,35.73958333333334,139.884375,1.853251337225669,2.316564171532086,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,6,C025_S001_N010,synthetic_customer,35.73958333333334,139.884375,C025_S001_N008,synthetic_customer,35.747916666666676,139.87187500000002,1.4598988070423469,1.8248735088029335,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,7,C025_S001_N008,synthetic_customer,35.747916666666676,139.87187500000002,C025_S001_N006,synthetic_customer,35.78958333333333,139.815625,6.871771315196968,8.58971414399621,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R01,C025_S001,25,3,1,8,C025_S001_N006,synthetic_customer,35.78958333333333,139.815625,DEP_022,depot_proxy,35.676843,139.613799,22.11385757225934,27.64232196532418,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R02,C025_S001,25,3,1,1,DEP_022,depot_proxy,35.676843,139.613799,C025_S001_N007,synthetic_customer,35.747916666666676,139.509375,12.302237544700024,15.377796930875029,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R02,C025_S001,25,3,1,2,C025_S001_N007,synthetic_customer,35.747916666666676,139.509375,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,5.8250872795222115,7.281359099402764,,Proxy edge showing visit order; not an actual road path.
C025_V03_S001_R02,C025_S001,25,3,1,3,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,C025_S001_N023,synthetic_customer,35.69375,139.478125,0.9266256686131881,1.158282085766485,,Proxy edge showing visit order; not an actual road path.
