layer,scenario_id,seed,customer_count,vehicle_count,charger_condition,base_route_proxy_id,node_id,node_type,latitude,longitude,from_latitude,from_longitude,to_latitude,to_longitude
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.705833,139.665566,35.677083333333336,139.640625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.677083333333336,139.640625,35.66458333333334,139.628125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.66458333333334,139.628125,35.62291666666667,139.628125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.62291666666667,139.628125,35.62291666666667,139.578125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.62291666666667,139.578125,35.65208333333334,139.565625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.65208333333334,139.565625,35.760416666666664,139.62187500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.760416666666664,139.62187500000002,35.75625,139.640625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.75625,139.640625,35.77708333333333,139.665625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.77708333333333,139.665625,35.78541666666666,139.67812500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.78541666666666,139.67812500000002,35.764583333333334,139.696875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.764583333333334,139.696875,35.76875,139.703125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.76875,139.703125,35.73958333333334,139.703125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.73958333333334,139.703125,35.68958333333334,139.734375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.68958333333334,139.734375,35.65208333333334,139.74062500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.65208333333334,139.74062500000002,35.60625,139.728125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.60625,139.728125,35.59375,139.728125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.59375,139.728125,35.60625,139.709375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.60625,139.709375,35.614583333333336,139.703125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.614583333333336,139.703125,35.581250000000004,139.703125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.581250000000004,139.703125,35.577083333333334,139.703125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.577083333333334,139.703125,35.547916666666666,139.709375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.547916666666666,139.709375,35.56041666666666,139.74062500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,,,,,35.56041666666666,139.74062500000002,35.705833,139.665566
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.705833,139.665566,35.706250000000004,139.521875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.706250000000004,139.521875,35.706250000000004,139.453125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.706250000000004,139.453125,35.706250000000004,139.440625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.706250000000004,139.440625,35.75625,139.396875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.75625,139.396875,35.764583333333334,139.478125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.764583333333334,139.478125,35.64375,139.521875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.64375,139.521875,35.64375,139.534375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.64375,139.534375,35.543749999999996,139.478125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.543749999999996,139.478125,35.60625,139.384375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.60625,139.384375,35.62291666666667,139.359375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.62291666666667,139.359375,35.66875,139.30312500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R02,,,,,35.66875,139.30312500000002,35.705833,139.665566
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.705833,139.665566,35.73541666666667,139.753125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.73541666666667,139.753125,35.72708333333333,139.771875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.72708333333333,139.771875,35.72291666666667,139.796875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.72291666666667,139.796875,35.69375,139.790625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.69375,139.790625,35.69791666666667,139.834375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.69791666666667,139.834375,35.67291666666667,139.834375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.67291666666667,139.834375,35.65625000000001,139.815625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.65625000000001,139.815625,35.67291666666667,139.86562500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.67291666666667,139.86562500000002,35.67291666666667,139.87187500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.67291666666667,139.87187500000002,35.69375,139.86562500000002
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.69375,139.86562500000002,35.73125,139.884375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.73125,139.884375,35.747916666666676,139.853125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.747916666666676,139.853125,35.743750000000006,139.828125
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.743750000000006,139.828125,35.75625,139.796875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.75625,139.796875,35.77708333333333,139.765625
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.77708333333333,139.765625,35.77708333333333,139.834375
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.77708333333333,139.834375,35.78541666666666,139.846875
route_proxy_edge,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R03,,,,,35.78541666666666,139.846875,35.705833,139.665566
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N015,synthetic_customer,35.677083333333336,139.640625,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N012,synthetic_customer,35.66458333333334,139.628125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N036,synthetic_customer,35.62291666666667,139.628125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N039,synthetic_customer,35.62291666666667,139.578125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N025,synthetic_customer,35.65208333333334,139.565625,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N033,synthetic_customer,35.760416666666664,139.62187500000002,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N007,synthetic_customer,35.75625,139.640625,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N043,synthetic_customer,35.77708333333333,139.665625,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N026,synthetic_customer,35.78541666666666,139.67812500000002,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N049,synthetic_customer,35.764583333333334,139.696875,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N047,synthetic_customer,35.76875,139.703125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N048,synthetic_customer,35.73958333333334,139.703125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N027,synthetic_customer,35.68958333333334,139.734375,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N018,synthetic_customer,35.65208333333334,139.74062500000002,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N024,synthetic_customer,35.60625,139.728125,,,,
synthetic_customer,C050_V03_CHG_balanced_SPEED25_T480,1,50,3,balanced,C050_V03_S001_R01,C050_S001_N020,synthetic_customer,35.59375,139.728125,,,,
